transaction_row_id,component_number,component_label,component_pi,component_amount,component_source,component_liquid_narrow,component_liquid_broad,payment_instrument
1,1,,1,2,single_method_pi,TRUE,TRUE,Cash
4,1,,4,1200,single_method_pi,TRUE,TRUE,Debit card
5,1,,1,3.95,single_method_pi,TRUE,TRUE,Cash
6,1,,1,36,single_method_pi,TRUE,TRUE,Cash
7,1,,1,4,single_method_pi,TRUE,TRUE,Cash
8,1,,1,31,single_method_pi,TRUE,TRUE,Cash
11,1,,3,25.7,single_method_pi,FALSE,FALSE,Credit card
13,1,,3,10,single_method_pi,FALSE,FALSE,Credit card
14,1,,1,2,single_method_pi,TRUE,TRUE,Cash
16,1,,3,30.18,single_method_pi,FALSE,FALSE,Credit card
20,1,,2,1106.59,single_method_pi,TRUE,TRUE,Check
27,1,,3,6.42,single_method_pi,FALSE,FALSE,Credit card
28,1,,1,5.48,single_method_pi,TRUE,TRUE,Cash
29,1,,3,17,single_method_pi,FALSE,FALSE,Credit card
30,1,,1,17,single_method_pi,TRUE,TRUE,Cash
69,1,,3,7.63,single_method_pi,FALSE,FALSE,Credit card
70,1,,5,12.57,single_method_pi,FALSE,FALSE,Prepaid/gift/EBT card
71,1,,7,85.47,single_method_pi,FALSE,TRUE,Online banking bill payment
73,1,,5,5.98,single_method_pi,FALSE,FALSE,Prepaid/gift/EBT card
75,1,,3,20,single_method_pi,FALSE,FALSE,Credit card
77,1,,1,5.5600000000000005,single_method_pi,TRUE,TRUE,Cash
79,1,,1,15,single_method_pi,TRUE,TRUE,Cash
80,1,,4,522,single_method_pi,TRUE,TRUE,Debit card
84,1,,3,30.56,single_method_pi,FALSE,FALSE,Credit card
85,1,,7,120,single_method_pi,FALSE,TRUE,Online banking bill payment
86,1,,3,5.99,single_method_pi,FALSE,FALSE,Credit card
87,1,,1,2,single_method_pi,TRUE,TRUE,Cash
88,1,,3,36.65,single_method_pi,FALSE,FALSE,Credit card
94,1,,4,14.96,single_method_pi,TRUE,TRUE,Debit card
95,1,,4,30.87,single_method_pi,TRUE,TRUE,Debit card
96,1,,2,127.07,single_method_pi,TRUE,TRUE,Check
98,1,,2,219,single_method_pi,TRUE,TRUE,Check
101,1,,5,7.4,single_method_pi,FALSE,FALSE,Prepaid/gift/EBT card
102,1,,1,5,single_method_pi,TRUE,TRUE,Cash
103,1,,5,177,single_method_pi,FALSE,FALSE,Prepaid/gift/EBT card
104,1,,3,3,single_method_pi,FALSE,FALSE,Credit card
108,1,,4,13.9,single_method_pi,TRUE,TRUE,Debit card
109,1,,1,2.69,single_method_pi,TRUE,TRUE,Cash
111,1,,6,86,single_method_pi,FALSE,TRUE,Bank account number payment
112,1,,6,68.3,single_method_pi,FALSE,TRUE,Bank account number payment
114,1,,1,6.86,single_method_pi,TRUE,TRUE,Cash
115,1,,1,19.33,single_method_pi,TRUE,TRUE,Cash
116,1,,1,2.28,single_method_pi,TRUE,TRUE,Cash
117,1,,6,120.65,single_method_pi,FALSE,TRUE,Bank account number payment
119,1,,3,101,single_method_pi,FALSE,FALSE,Credit card
121,1,,3,32,single_method_pi,FALSE,FALSE,Credit card
122,1,,3,56,single_method_pi,FALSE,FALSE,Credit card
125,1,,4,51.49,single_method_pi,TRUE,TRUE,Debit card
126,1,,13,1,single_method_pi,FALSE,FALSE,Other payment method
128,1,,4,14.38,single_method_pi,TRUE,TRUE,Debit card
130,1,,4,70.98,single_method_pi,TRUE,TRUE,Debit card
134,1,,13,1,single_method_pi,FALSE,FALSE,Other payment method
139,1,,1,4,single_method_pi,TRUE,TRUE,Cash
142,1,,1,1.6,single_method_pi,TRUE,TRUE,Cash
144,1,,4,11,single_method_pi,TRUE,TRUE,Debit card
145,1,,4,9,single_method_pi,TRUE,TRUE,Debit card
146,1,,3,32,single_method_pi,FALSE,FALSE,Credit card
151,1,,2,275.8,single_method_pi,TRUE,TRUE,Check
152,1,,1,5,single_method_pi,TRUE,TRUE,Cash
153,1,,1,3,single_method_pi,TRUE,TRUE,Cash
156,1,,4,3.25,single_method_pi,TRUE,TRUE,Debit card
157,1,,4,8.86,single_method_pi,TRUE,TRUE,Debit card
162,1,,3,94.09,single_method_pi,FALSE,FALSE,Credit card
164,1,,11,45.83,single_method_pi,FALSE,TRUE,Account-to-account transfer
165,1,,3,53,single_method_pi,FALSE,FALSE,Credit card
172,1,,3,27.58,single_method_pi,FALSE,FALSE,Credit card
188,1,,4,12,single_method_pi,TRUE,TRUE,Debit card
189,1,,4,33,single_method_pi,TRUE,TRUE,Debit card
192,1,,1,10,single_method_pi,TRUE,TRUE,Cash
198,1,,4,24.4,single_method_pi,TRUE,TRUE,Debit card
199,1,,3,55.93,single_method_pi,FALSE,FALSE,Credit card
204,1,,1,14.82,single_method_pi,TRUE,TRUE,Cash
205,1,,3,3.75,single_method_pi,FALSE,FALSE,Credit card
210,1,,1,25,single_method_pi,TRUE,TRUE,Cash
211,1,,1,10,single_method_pi,TRUE,TRUE,Cash
212,1,,1,11,single_method_pi,TRUE,TRUE,Cash
214,1,,1,1,single_method_pi,TRUE,TRUE,Cash
216,1,,4,113,single_method_pi,TRUE,TRUE,Debit card
217,1,,4,17,single_method_pi,TRUE,TRUE,Debit card
220,1,,1,6.13,single_method_pi,TRUE,TRUE,Cash
221,1,,1,2.99,single_method_pi,TRUE,TRUE,Cash
222,1,,1,1.5,single_method_pi,TRUE,TRUE,Cash
223,1,,1,5.5,single_method_pi,TRUE,TRUE,Cash
227,1,,3,9.29,single_method_pi,FALSE,FALSE,Credit card
228,1,,3,7.8,single_method_pi,FALSE,FALSE,Credit card
229,1,,3,21.35,single_method_pi,FALSE,FALSE,Credit card
230,1,,3,5.5,single_method_pi,FALSE,FALSE,Credit card
231,1,,1,6,single_method_pi,TRUE,TRUE,Cash
233,1,,3,7.09,single_method_pi,FALSE,FALSE,Credit card
236,1,,3,30.99,single_method_pi,FALSE,FALSE,Credit card
237,1,,3,20.28,single_method_pi,FALSE,FALSE,Credit card
239,1,,1,15.86,single_method_pi,TRUE,TRUE,Cash
240,1,,4,23.7,single_method_pi,TRUE,TRUE,Debit card
241,1,,1,19,single_method_pi,TRUE,TRUE,Cash
242,1,,1,20,single_method_pi,TRUE,TRUE,Cash
248,1,,4,212.01,single_method_pi,TRUE,TRUE,Debit card
250,1,,1,2.46,single_method_pi,TRUE,TRUE,Cash
252,1,,4,57.39,single_method_pi,TRUE,TRUE,Debit card
256,1,,1,18.63,single_method_pi,TRUE,TRUE,Cash
259,1,,1,2.39,single_method_pi,TRUE,TRUE,Cash
260,1,,13,1.5,single_method_pi,FALSE,FALSE,Other payment method
262,1,,4,47.52,single_method_pi,TRUE,TRUE,Debit card
263,1,,2,42.6,single_method_pi,TRUE,TRUE,Check
264,1,,1,20,single_method_pi,TRUE,TRUE,Cash
265,1,,4,42.11,single_method_pi,TRUE,TRUE,Debit card
266,1,,13,1.5,single_method_pi,FALSE,FALSE,Other payment method
269,1,,13,0.5,single_method_pi,FALSE,FALSE,Other payment method
270,1,,1,19.98,single_method_pi,TRUE,TRUE,Cash
271,1,,13,0.5,single_method_pi,FALSE,FALSE,Other payment method
272,1,,1,24.52,single_method_pi,TRUE,TRUE,Cash
274,1,,2,75.66,single_method_pi,TRUE,TRUE,Check
277,1,,6,117.49,single_method_pi,FALSE,TRUE,Bank account number payment
278,1,,6,117,single_method_pi,FALSE,TRUE,Bank account number payment
279,1,,11,117,single_method_pi,FALSE,TRUE,Account-to-account transfer
281,1,,1,4.15,single_method_pi,TRUE,TRUE,Cash
282,1,,1,3.45,single_method_pi,TRUE,TRUE,Cash
283,1,,1,17.32,single_method_pi,TRUE,TRUE,Cash
285,1,,1,3.4,single_method_pi,TRUE,TRUE,Cash
289,1,,1,14.71,single_method_pi,TRUE,TRUE,Cash
290,1,,3,17.56,single_method_pi,FALSE,FALSE,Credit card
292,1,,3,86.89,single_method_pi,FALSE,FALSE,Credit card
294,1,,2,20,single_method_pi,TRUE,TRUE,Check
296,1,,6,55,single_method_pi,FALSE,TRUE,Bank account number payment
297,1,,4,12,single_method_pi,TRUE,TRUE,Debit card
300,1,,6,343,single_method_pi,FALSE,TRUE,Bank account number payment
301,1,,6,1,single_method_pi,FALSE,TRUE,Bank account number payment
302,1,,4,214,single_method_pi,TRUE,TRUE,Debit card
303,1,,4,71,single_method_pi,TRUE,TRUE,Debit card
306,1,,1,3,single_method_pi,TRUE,TRUE,Cash
307,1,,3,16.98,single_method_pi,FALSE,FALSE,Credit card
310,1,,1,23.9,single_method_pi,TRUE,TRUE,Cash
314,1,,1,12.02,single_method_pi,TRUE,TRUE,Cash
315,1,,1,3.89,single_method_pi,TRUE,TRUE,Cash
316,1,,5,8.38,single_method_pi,FALSE,FALSE,Prepaid/gift/EBT card
319,1,,6,314.82,single_method_pi,FALSE,TRUE,Bank account number payment
321,1,,2,405.32,single_method_pi,TRUE,TRUE,Check
322,1,,2,367.86,single_method_pi,TRUE,TRUE,Check
323,1,,1,5.33,single_method_pi,TRUE,TRUE,Cash
325,1,,3,5,single_method_pi,FALSE,FALSE,Credit card
326,1,,3,5.65,single_method_pi,FALSE,FALSE,Credit card
328,1,,5,11.38,single_method_pi,FALSE,FALSE,Prepaid/gift/EBT card
329,1,,3,4.22,single_method_pi,FALSE,FALSE,Credit card
330,1,,3,6.8,single_method_pi,FALSE,FALSE,Credit card
331,1,,3,1200,single_method_pi,FALSE,FALSE,Credit card
332,1,,3,8.120000000000001,single_method_pi,FALSE,FALSE,Credit card
333,1,,3,12.98,single_method_pi,FALSE,FALSE,Credit card
336,1,,3,60,single_method_pi,FALSE,FALSE,Credit card
337,1,,3,10,single_method_pi,FALSE,FALSE,Credit card
338,1,,1,12,single_method_pi,TRUE,TRUE,Cash
341,1,,4,263,single_method_pi,TRUE,TRUE,Debit card
342,1,,3,134.89,single_method_pi,FALSE,FALSE,Credit card
345,1,,3,20.71,single_method_pi,FALSE,FALSE,Credit card
346,1,,3,19.2,single_method_pi,FALSE,FALSE,Credit card
347,1,,3,37.69,single_method_pi,FALSE,FALSE,Credit card
349,1,,3,121.06,single_method_pi,FALSE,FALSE,Credit card
351,1,,1,18,single_method_pi,TRUE,TRUE,Cash
354,1,,3,16.25,single_method_pi,FALSE,FALSE,Credit card
358,1,,7,406.66,single_method_pi,FALSE,TRUE,Online banking bill payment
359,1,,3,6.25,single_method_pi,FALSE,FALSE,Credit card
360,1,,1,15,single_method_pi,TRUE,TRUE,Cash
361,1,,4,4.93,single_method_pi,TRUE,TRUE,Debit card
362,1,,3,43.56,single_method_pi,FALSE,FALSE,Credit card
366,1,,1,12.42,single_method_pi,TRUE,TRUE,Cash
368,1,,3,60,single_method_pi,FALSE,FALSE,Credit card
370,1,,1,15,single_method_pi,TRUE,TRUE,Cash
371,1,,1,3.48,single_method_pi,TRUE,TRUE,Cash
372,1,,1,4.3500000000000005,single_method_pi,TRUE,TRUE,Cash
373,1,,1,4.45,single_method_pi,TRUE,TRUE,Cash
379,1,,1,2,single_method_pi,TRUE,TRUE,Cash
383,1,,3,3.42,single_method_pi,FALSE,FALSE,Credit card
384,1,,3,24.42,single_method_pi,FALSE,FALSE,Credit card
391,1,,3,42.64,single_method_pi,FALSE,FALSE,Credit card
392,1,,3,6.25,single_method_pi,FALSE,FALSE,Credit card
395,1,,4,13.75,single_method_pi,TRUE,TRUE,Debit card
396,1,,1,2.15,single_method_pi,TRUE,TRUE,Cash
397,1,,1,2.57,single_method_pi,TRUE,TRUE,Cash
401,1,,1,11,single_method_pi,TRUE,TRUE,Cash
402,1,,4,19.98,single_method_pi,TRUE,TRUE,Debit card
405,1,,7,316.84000000000003,single_method_pi,FALSE,TRUE,Online banking bill payment
406,1,,1,4.5,single_method_pi,TRUE,TRUE,Cash
409,1,,1,9,single_method_pi,TRUE,TRUE,Cash
411,1,,1,52,single_method_pi,TRUE,TRUE,Cash
415,1,,4,259.54,single_method_pi,TRUE,TRUE,Debit card
417,1,,1,13.74,single_method_pi,TRUE,TRUE,Cash
421,1,,2,21,single_method_pi,TRUE,TRUE,Check
424,1,,3,40.99,single_method_pi,FALSE,FALSE,Credit card
426,1,,7,21.62,single_method_pi,FALSE,TRUE,Online banking bill payment
427,1,,2,29.16,single_method_pi,TRUE,TRUE,Check
428,1,,7,24.12,single_method_pi,FALSE,TRUE,Online banking bill payment
429,1,,4,100,single_method_pi,TRUE,TRUE,Debit card
432,1,,4,20.82,single_method_pi,TRUE,TRUE,Debit card
433,1,,4,10,single_method_pi,TRUE,TRUE,Debit card
434,1,,4,10.32,single_method_pi,TRUE,TRUE,Debit card
435,1,,4,108.18,single_method_pi,TRUE,TRUE,Debit card
441,1,,4,8.07,single_method_pi,TRUE,TRUE,Debit card
443,1,,4,5.4,single_method_pi,TRUE,TRUE,Debit card
444,1,,4,1.97,single_method_pi,TRUE,TRUE,Debit card
446,1,,4,14.12,single_method_pi,TRUE,TRUE,Debit card
447,1,,4,4.59,single_method_pi,TRUE,TRUE,Debit card
448,1,,7,15.99,single_method_pi,FALSE,TRUE,Online banking bill payment
449,1,,4,2.32,single_method_pi,TRUE,TRUE,Debit card
456,1,,6,110,single_method_pi,FALSE,TRUE,Bank account number payment
462,1,,3,160,single_method_pi,FALSE,FALSE,Credit card
463,1,,3,6.5,single_method_pi,FALSE,FALSE,Credit card
464,1,,6,1000,single_method_pi,FALSE,TRUE,Bank account number payment
468,1,,3,79.32000000000001,single_method_pi,FALSE,FALSE,Credit card
470,1,,1,9.43,single_method_pi,TRUE,TRUE,Cash
473,1,,1,25.57,single_method_pi,TRUE,TRUE,Cash
475,1,,4,43.68,single_method_pi,TRUE,TRUE,Debit card
476,1,,1,28.22,single_method_pi,TRUE,TRUE,Cash
481,1,,2,30,single_method_pi,TRUE,TRUE,Check
483,1,,4,32,single_method_pi,TRUE,TRUE,Debit card
484,1,,4,67.48,single_method_pi,TRUE,TRUE,Debit card
485,1,,4,25,single_method_pi,TRUE,TRUE,Debit card
486,1,,4,21.24,single_method_pi,TRUE,TRUE,Debit card
490,1,,4,51.57,single_method_pi,TRUE,TRUE,Debit card
492,1,,1,3.79,single_method_pi,TRUE,TRUE,Cash
495,1,,4,10,single_method_pi,TRUE,TRUE,Debit card
496,1,,4,2.75,single_method_pi,TRUE,TRUE,Debit card
497,1,,4,18.41,single_method_pi,TRUE,TRUE,Debit card
498,1,,4,9,single_method_pi,TRUE,TRUE,Debit card
499,1,,4,8,single_method_pi,TRUE,TRUE,Debit card
500,1,,4,7,single_method_pi,TRUE,TRUE,Debit card
501,1,,4,14.64,single_method_pi,TRUE,TRUE,Debit card
513,1,,1,14,single_method_pi,TRUE,TRUE,Cash
515,1,,3,40.78,single_method_pi,FALSE,FALSE,Credit card
517,1,,1,10.46,single_method_pi,TRUE,TRUE,Cash
522,1,,4,34.300000000000004,single_method_pi,TRUE,TRUE,Debit card
523,1,,4,350,single_method_pi,TRUE,TRUE,Debit card
524,1,,3,15.75,single_method_pi,FALSE,FALSE,Credit card
525,1,,3,10.85,single_method_pi,FALSE,FALSE,Credit card
529,1,,1,3.45,single_method_pi,TRUE,TRUE,Cash
531,1,,3,6.32,single_method_pi,FALSE,FALSE,Credit card
532,1,,3,20.64,single_method_pi,FALSE,FALSE,Credit card
533,1,,3,57.3,single_method_pi,FALSE,FALSE,Credit card
534,1,,3,12,single_method_pi,FALSE,FALSE,Credit card
535,1,,3,40.75,single_method_pi,FALSE,FALSE,Credit card
536,1,,1,6,single_method_pi,TRUE,TRUE,Cash
537,1,,4,6.2700000000000005,single_method_pi,TRUE,TRUE,Debit card
538,1,,4,13.77,single_method_pi,TRUE,TRUE,Debit card
539,1,,4,6.79,single_method_pi,TRUE,TRUE,Debit card
540,1,,4,95,single_method_pi,TRUE,TRUE,Debit card
543,1,,7,94,single_method_pi,FALSE,TRUE,Online banking bill payment
544,1,,7,107.09,single_method_pi,FALSE,TRUE,Online banking bill payment
545,1,,7,201,single_method_pi,FALSE,TRUE,Online banking bill payment
546,1,,4,40,single_method_pi,TRUE,TRUE,Debit card
547,1,,2,25,single_method_pi,TRUE,TRUE,Check
548,1,,1,1.79,single_method_pi,TRUE,TRUE,Cash
550,1,,7,93.87,single_method_pi,FALSE,TRUE,Online banking bill payment
551,1,,2,20,single_method_pi,TRUE,TRUE,Check
554,1,,2,20.64,single_method_pi,TRUE,TRUE,Check
556,1,,7,94,single_method_pi,FALSE,TRUE,Online banking bill payment
557,1,,3,7.930000000000001,single_method_pi,FALSE,FALSE,Credit card
559,1,,4,11.54,single_method_pi,TRUE,TRUE,Debit card
561,1,,4,13.77,single_method_pi,TRUE,TRUE,Debit card
564,1,,4,9.78,single_method_pi,TRUE,TRUE,Debit card
565,1,,4,120.19,single_method_pi,TRUE,TRUE,Debit card
570,1,,1,12,single_method_pi,TRUE,TRUE,Cash
571,1,,4,7.49,single_method_pi,TRUE,TRUE,Debit card
573,1,,4,15.88,single_method_pi,TRUE,TRUE,Debit card
574,1,,4,4.2700000000000005,single_method_pi,TRUE,TRUE,Debit card
580,1,,4,292,single_method_pi,TRUE,TRUE,Debit card
583,1,,1,85,single_method_pi,TRUE,TRUE,Cash
584,1,,3,94.41,single_method_pi,FALSE,FALSE,Credit card
591,1,,4,26.59,single_method_pi,TRUE,TRUE,Debit card
603,1,,3,48.26,single_method_pi,FALSE,FALSE,Credit card
605,1,,1,4.22,single_method_pi,TRUE,TRUE,Cash
606,1,,1,16,single_method_pi,TRUE,TRUE,Cash
607,1,,3,163.48,single_method_pi,FALSE,FALSE,Credit card
609,1,,1,3.75,single_method_pi,TRUE,TRUE,Cash
610,1,,4,12.16,single_method_pi,TRUE,TRUE,Debit card
611,1,,4,72.58,single_method_pi,TRUE,TRUE,Debit card
612,1,,4,27.93,single_method_pi,TRUE,TRUE,Debit card
614,1,,4,171.17000000000002,single_method_pi,TRUE,TRUE,Debit card
620,1,,4,69.65,single_method_pi,TRUE,TRUE,Debit card
622,1,,6,247.67,single_method_pi,FALSE,TRUE,Bank account number payment
623,1,,6,212.73,single_method_pi,FALSE,TRUE,Bank account number payment
625,1,,1,8.76,single_method_pi,TRUE,TRUE,Cash
628,1,,1,19.5,single_method_pi,TRUE,TRUE,Cash
629,1,,4,19,single_method_pi,TRUE,TRUE,Debit card
631,1,,1,22.73,single_method_pi,TRUE,TRUE,Cash
632,1,,1,66.87,single_method_pi,TRUE,TRUE,Cash
635,1,,1,0.84,single_method_pi,TRUE,TRUE,Cash
637,1,,1,0.84,single_method_pi,TRUE,TRUE,Cash
638,1,,1,5,single_method_pi,TRUE,TRUE,Cash
641,1,,1,5.25,single_method_pi,TRUE,TRUE,Cash
645,1,,1,7,single_method_pi,TRUE,TRUE,Cash
646,1,,1,10,single_method_pi,TRUE,TRUE,Cash
650,1,,4,12.13,single_method_pi,TRUE,TRUE,Debit card
652,1,,1,5,single_method_pi,TRUE,TRUE,Cash
658,1,,4,3.16,single_method_pi,TRUE,TRUE,Debit card
661,1,,1,48,single_method_pi,TRUE,TRUE,Cash
662,1,,1,2,single_method_pi,TRUE,TRUE,Cash
663,1,,4,10.47,single_method_pi,TRUE,TRUE,Debit card
664,1,,1,5,single_method_pi,TRUE,TRUE,Cash
669,1,,4,750,single_method_pi,TRUE,TRUE,Debit card
678,1,,4,18.42,single_method_pi,TRUE,TRUE,Debit card
685,1,,1,3,single_method_pi,TRUE,TRUE,Cash
690,1,,3,48.35,single_method_pi,FALSE,FALSE,Credit card
692,1,,4,2.65,single_method_pi,TRUE,TRUE,Debit card
693,1,,4,2.99,single_method_pi,TRUE,TRUE,Debit card
703,1,,3,40.53,single_method_pi,FALSE,FALSE,Credit card
709,1,,1,35,single_method_pi,TRUE,TRUE,Cash
710,1,,4,107.8,single_method_pi,TRUE,TRUE,Debit card
718,1,,3,23.31,single_method_pi,FALSE,FALSE,Credit card
719,1,,1,5,single_method_pi,TRUE,TRUE,Cash
721,1,,3,19.53,single_method_pi,FALSE,FALSE,Credit card
724,1,,3,30,single_method_pi,FALSE,FALSE,Credit card
726,1,,4,18.73,single_method_pi,TRUE,TRUE,Debit card
727,1,,4,45.14,single_method_pi,TRUE,TRUE,Debit card
728,1,,4,20.98,single_method_pi,TRUE,TRUE,Debit card
731,1,,4,49,single_method_pi,TRUE,TRUE,Debit card
734,1,,3,9.65,single_method_pi,FALSE,FALSE,Credit card
735,1,,3,78.82000000000001,single_method_pi,FALSE,FALSE,Credit card
744,1,,1,10.06,single_method_pi,TRUE,TRUE,Cash
746,1,,1,5.04,single_method_pi,TRUE,TRUE,Cash
750,1,,2,54.46,single_method_pi,TRUE,TRUE,Check
753,1,,1,20,single_method_pi,TRUE,TRUE,Cash
755,1,,1,5,single_method_pi,TRUE,TRUE,Cash
757,1,,1,17,single_method_pi,TRUE,TRUE,Cash
759,1,,1,11,single_method_pi,TRUE,TRUE,Cash
760,1,,3,31.11,single_method_pi,FALSE,FALSE,Credit card
761,1,,3,146.09,single_method_pi,FALSE,FALSE,Credit card
763,1,,3,22.7,single_method_pi,FALSE,FALSE,Credit card
765,1,,1,1,single_method_pi,TRUE,TRUE,Cash
766,1,,7,153.16,single_method_pi,FALSE,TRUE,Online banking bill payment
769,1,,7,102.84,single_method_pi,FALSE,TRUE,Online banking bill payment
771,1,,1,1,single_method_pi,TRUE,TRUE,Cash
772,1,,4,19.7,single_method_pi,TRUE,TRUE,Debit card
775,1,,1,21.97,single_method_pi,TRUE,TRUE,Cash
777,1,,1,17.88,single_method_pi,TRUE,TRUE,Cash
781,1,,1,11.62,single_method_pi,TRUE,TRUE,Cash
782,1,,1,19.07,single_method_pi,TRUE,TRUE,Cash
783,1,,1,14,single_method_pi,TRUE,TRUE,Cash
784,1,,4,193.7,single_method_pi,TRUE,TRUE,Debit card
786,1,,3,8.63,single_method_pi,FALSE,FALSE,Credit card
787,1,,3,63.31,single_method_pi,FALSE,FALSE,Credit card
788,1,,1,6.5,single_method_pi,TRUE,TRUE,Cash
790,1,,3,34.980000000000004,single_method_pi,FALSE,FALSE,Credit card
793,1,,3,46.47,single_method_pi,FALSE,FALSE,Credit card
794,1,,3,26.06,single_method_pi,FALSE,FALSE,Credit card
796,1,,4,19.57,single_method_pi,TRUE,TRUE,Debit card
797,1,,4,243.31,single_method_pi,TRUE,TRUE,Debit card
799,1,,4,31.83,single_method_pi,TRUE,TRUE,Debit card
802,1,,4,139.6,single_method_pi,TRUE,TRUE,Debit card
803,1,,4,25.56,single_method_pi,TRUE,TRUE,Debit card
804,1,,4,946,single_method_pi,TRUE,TRUE,Debit card
808,1,,4,29.26,single_method_pi,TRUE,TRUE,Debit card
810,1,,4,162.22,single_method_pi,TRUE,TRUE,Debit card
812,1,,4,64.38,single_method_pi,TRUE,TRUE,Debit card
815,1,,3,15.62,single_method_pi,FALSE,FALSE,Credit card
820,1,,3,55.48,single_method_pi,FALSE,FALSE,Credit card
821,1,,3,163.44,single_method_pi,FALSE,FALSE,Credit card
827,1,,3,11.21,single_method_pi,FALSE,FALSE,Credit card
830,1,,2,182,single_method_pi,TRUE,TRUE,Check
831,1,,3,14.93,single_method_pi,FALSE,FALSE,Credit card
843,1,,1,7,single_method_pi,TRUE,TRUE,Cash
847,1,,4,46,single_method_pi,TRUE,TRUE,Debit card
853,1,,8,435,single_method_pi,FALSE,FALSE,Money order
856,1,,7,100,single_method_pi,FALSE,TRUE,Online banking bill payment
859,1,,4,11.79,single_method_pi,TRUE,TRUE,Debit card
860,1,,4,76.77,single_method_pi,TRUE,TRUE,Debit card
861,1,,4,4.09,single_method_pi,TRUE,TRUE,Debit card
863,1,,6,11.08,single_method_pi,FALSE,TRUE,Bank account number payment
865,1,,1,3.98,single_method_pi,TRUE,TRUE,Cash
866,1,,4,56.02,single_method_pi,TRUE,TRUE,Debit card
869,1,,1,7.22,single_method_pi,TRUE,TRUE,Cash
871,1,,1,0.75,single_method_pi,TRUE,TRUE,Cash
872,1,,1,16.330000000000002,single_method_pi,TRUE,TRUE,Cash
873,1,,1,10.16,single_method_pi,TRUE,TRUE,Cash
877,1,,4,54,single_method_pi,TRUE,TRUE,Debit card
880,1,,4,5.86,single_method_pi,TRUE,TRUE,Debit card
882,1,,4,8.23,single_method_pi,TRUE,TRUE,Debit card
887,1,,4,9.5,single_method_pi,TRUE,TRUE,Debit card
889,1,,4,6.11,single_method_pi,TRUE,TRUE,Debit card
891,1,,4,26.06,single_method_pi,TRUE,TRUE,Debit card
900,1,,3,24.36,single_method_pi,FALSE,FALSE,Credit card
901,1,,7,27.18,single_method_pi,FALSE,TRUE,Online banking bill payment
908,1,,3,1.05,single_method_pi,FALSE,FALSE,Credit card
910,1,,2,159,single_method_pi,TRUE,TRUE,Check
912,1,,6,217,single_method_pi,FALSE,TRUE,Bank account number payment
913,1,,4,5.89,single_method_pi,TRUE,TRUE,Debit card
914,1,,1,25,single_method_pi,TRUE,TRUE,Cash
916,1,,1,22.83,single_method_pi,TRUE,TRUE,Cash
917,1,,4,37.41,single_method_pi,TRUE,TRUE,Debit card
918,1,,1,5.6000000000000005,single_method_pi,TRUE,TRUE,Cash
920,1,,1,2,single_method_pi,TRUE,TRUE,Cash
926,1,,4,59,single_method_pi,TRUE,TRUE,Debit card
927,1,,4,47,single_method_pi,TRUE,TRUE,Debit card
933,1,,3,77.57000000000001,single_method_pi,FALSE,FALSE,Credit card
954,1,,4,34,single_method_pi,TRUE,TRUE,Debit card
959,1,,4,11.43,single_method_pi,TRUE,TRUE,Debit card
960,1,,2,194.27,single_method_pi,TRUE,TRUE,Check
963,1,,4,33.9,single_method_pi,TRUE,TRUE,Debit card
964,1,,1,6,single_method_pi,TRUE,TRUE,Cash
966,1,,4,46.55,single_method_pi,TRUE,TRUE,Debit card
967,1,,4,17.22,single_method_pi,TRUE,TRUE,Debit card
969,1,,4,67.04,single_method_pi,TRUE,TRUE,Debit card
970,1,,4,77,single_method_pi,TRUE,TRUE,Debit card
971,1,,4,10.12,single_method_pi,TRUE,TRUE,Debit card
976,1,,2,600,single_method_pi,TRUE,TRUE,Check
977,1,,1,7,single_method_pi,TRUE,TRUE,Cash
981,1,,3,50,single_method_pi,FALSE,FALSE,Credit card
985,1,,3,17.1,single_method_pi,FALSE,FALSE,Credit card
986,1,,3,54.25,single_method_pi,FALSE,FALSE,Credit card
987,1,,1,3,single_method_pi,TRUE,TRUE,Cash
988,1,,3,17.8,single_method_pi,FALSE,FALSE,Credit card
989,1,,3,32.67,single_method_pi,FALSE,FALSE,Credit card
990,1,,1,3,single_method_pi,TRUE,TRUE,Cash
991,1,,3,81.88,single_method_pi,FALSE,FALSE,Credit card
997,1,,1,807,single_method_pi,TRUE,TRUE,Cash
998,1,,1,40,single_method_pi,TRUE,TRUE,Cash
1004,1,,4,11.88,single_method_pi,TRUE,TRUE,Debit card
1005,1,,4,21.91,single_method_pi,TRUE,TRUE,Debit card
1009,1,,3,4.15,single_method_pi,FALSE,FALSE,Credit card
1010,1,,3,19.59,single_method_pi,FALSE,FALSE,Credit card
1015,1,,1,10,single_method_pi,TRUE,TRUE,Cash
1016,1,,3,20.58,single_method_pi,FALSE,FALSE,Credit card
1018,1,,6,22.42,single_method_pi,FALSE,TRUE,Bank account number payment
1019,1,,4,98.29,single_method_pi,TRUE,TRUE,Debit card
1020,1,,4,14.19,single_method_pi,TRUE,TRUE,Debit card
1021,1,,4,8.620000000000001,single_method_pi,TRUE,TRUE,Debit card
1023,1,,4,22.55,single_method_pi,TRUE,TRUE,Debit card
1028,1,,4,32.33,single_method_pi,TRUE,TRUE,Debit card
1030,1,,1,40,single_method_pi,TRUE,TRUE,Cash
1033,1,,1,200,single_method_pi,TRUE,TRUE,Cash
1039,1,,1,7.07,single_method_pi,TRUE,TRUE,Cash
1040,1,,1,10.66,single_method_pi,TRUE,TRUE,Cash
