cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,group,paper,replication,diff
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2726,2255,471,Save,64,62.23719492874982,-1.7628050712501775
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2726,2255,471,Borrow,7,8.235237302176841,1.2352373021768415
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2726,2255,471,Borrow and save,29,29.527567769073258,0.5275677690732579
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2726,2255,471,Save,64,62.23719492874982,-1.7628050712501775
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2726,2003,723,Borrow,7,8.235237302176841,1.2352373021768415
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2726,2003,723,Borrow and save,29,29.527567769073258,0.5275677690732579
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2726,2003,723,Save,64,62.23719492874982,-1.7628050712501775
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2813,2255,558,Borrow,7,8.279539052925122,1.2795390529251218
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2813,2255,558,Borrow and save,29,29.244830768033733,0.24483076803373294
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2813,2255,558,Save,64,62.47563017904105,-1.5243698209589525
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2813,2255,558,Borrow,7,8.279539052925122,1.2795390529251218
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2813,2255,558,Borrow and save,29,29.244830768033733,0.24483076803373294
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2813,2255,558,Save,64,62.47563017904105,-1.5243698209589525
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2813,2255,558,Borrow,7,8.279539052925122,1.2795390529251218
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2813,2255,558,Borrow and save,29,29.244830768033733,0.24483076803373294
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2813,2255,558,Save,64,62.47563017904105,-1.5243698209589525
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2813,2255,558,Borrow,7,8.279539052925122,1.2795390529251218
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2813,2255,558,Borrow and save,29,29.244830768033733,0.24483076803373294
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2813,2255,558,Save,64,62.47563017904105,-1.5243698209589525
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2813,2003,810,Borrow,7,8.279539052925122,1.2795390529251218
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2813,2003,810,Borrow and save,29,29.244830768033733,0.24483076803373294
earliest observed public interview,age 25-64 at earliest observed interview,income strictly above $200/month at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2813,2003,810,Save,64,62.47563017904105,-1.5243698209589525
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2665,2202,463,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2665,2202,463,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2665,2202,463,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2665,2202,463,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2665,2202,463,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2665,2202,463,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2665,2202,463,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2665,2202,463,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2665,2202,463,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2665,2202,463,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2665,2202,463,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2665,2202,463,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2665,1955,710,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2665,1955,710,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2665,1955,710,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2752,2202,550,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2752,2202,550,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2752,2202,550,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2752,2202,550,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2752,2202,550,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2752,2202,550,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2752,2202,550,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2752,2202,550,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2752,2202,550,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2752,2202,550,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2752,2202,550,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2752,2202,550,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2752,1955,797,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2752,1955,797,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2752,1955,797,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2665,2202,463,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2665,2202,463,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2665,2202,463,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2665,2202,463,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2665,2202,463,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2665,2202,463,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2665,2202,463,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2665,2202,463,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2665,2202,463,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2665,2202,463,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2665,2202,463,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2665,2202,463,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2665,1955,710,Borrow,7,8.226143316786395,1.2261433167863949
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2665,1955,710,Borrow and save,29,29.601758141129515,0.6017581411295154
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2665,1955,710,Save,64,62.17209854208393,-1.8279014579160702
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2752,2202,550,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2752,2202,550,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2752,2202,550,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2752,2202,550,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2752,2202,550,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2752,2202,550,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2752,2202,550,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2752,2202,550,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2752,2202,550,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2752,2202,550,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2752,2202,550,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2752,2202,550,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2752,1955,797,Borrow,7,8.271688474030487,1.271688474030487
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2752,1955,797,Borrow and save,29,29.310557953126498,0.3105579531264979
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at interview 5,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2752,1955,797,Save,64,62.41775357284289,-1.5822464271571093
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2388,2032,356,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2388,2032,356,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,FMLI interviews 2-5,2388,2032,356,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2388,2032,356,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2388,2032,356,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,consecutive FMLI interviews 2-5,2388,2032,356,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2388,2032,356,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2388,2032,356,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI record months,2388,2032,356,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2388,2032,356,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2388,2032,356,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI nonmissing-cost months,2388,2032,356,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2388,1799,589,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2388,1799,589,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2388,1799,589,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2475,2032,443,Borrow,7,8.34616665404376,1.3461666540437598
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2475,2032,443,Borrow and save,29,30.093877359166754,1.093877359166754
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2475,2032,443,Save,64,61.55995598678949,-2.4400440132105103
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2475,2032,443,Borrow,7,8.34616665404376,1.3461666540437598
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2475,2032,443,Borrow and save,29,30.093877359166754,1.093877359166754
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2475,2032,443,Save,64,61.55995598678949,-2.4400440132105103
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2475,2032,443,Borrow,7,8.34616665404376,1.3461666540437598
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2475,2032,443,Borrow and save,29,30.093877359166754,1.093877359166754
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2475,2032,443,Save,64,61.55995598678949,-2.4400440132105103
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2475,2032,443,Borrow,7,8.34616665404376,1.3461666540437598
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2475,2032,443,Borrow and save,29,30.093877359166754,1.093877359166754
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2475,2032,443,Save,64,61.55995598678949,-2.4400440132105103
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2475,1799,676,Borrow,7,8.34616665404376,1.3461666540437598
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2475,1799,676,Borrow and save,29,30.093877359166754,1.093877359166754
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2475,1799,676,Save,64,61.55995598678949,-2.4400440132105103
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2388,2032,356,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2388,2032,356,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2388,2032,356,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2388,2032,356,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2388,2032,356,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2388,2032,356,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2388,2032,356,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2388,2032,356,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2388,2032,356,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2388,2032,356,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2388,2032,356,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2388,2032,356,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2388,1799,589,Borrow,7,8.298019141453862,1.298019141453862
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2388,1799,589,Borrow and save,29,30.44931254194257,1.4493125419425716
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2388,1799,589,Save,64,61.25266831660358,-2.7473316833964176
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2475,2032,443,Borrow,7,8.34616665404376,1.3461666540437598
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2475,2032,443,Borrow and save,29,30.093877359166754,1.093877359166754
earliest observed public interview,age 25-64 throughout observed panel,income/reporting at earliest observed interview,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2475,2032,443,Save,64,61.55995598678949,-2.4400440132105103
