variable,group,replication,n_nonmissing,weight_nonmissing,paper,diff,abs_diff,codebook_label
X1727,Borrow and save,0.003700230425214351,3073,17828104.496000014,13.7,-13.696299769574784,13.696299769574784,Q441A1 N Q441A1:E32. ADJUSTABLE RATE? X1727
X1727,Save,0.0029392256734778344,10777,45528312.863999985,9.8,-9.797060774326523,9.797060774326523,Q441A1 N Q441A1:E32. ADJUSTABLE RATE? X1727
X1826,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q440A2 N Q440A2:E31. ANNUAL INTEREST RATE X1826
X1826,Borrow and save,0.11162642779811525,3073,17828104.496000014,13.7,-13.588373572201885,13.588373572201885,Q440A2 N Q440A2:E31. ANNUAL INTEREST RATE X1826
X1826,Save,0.1487859999836783,10777,45528312.863999985,9.8,-9.651214000016322,9.651214000016322,Q440A2 N Q440A2:E31. ANNUAL INTEREST RATE X1826
X1827,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q441A2 N Q441A2:E32. ADJUSTABLE RATE? X1827
X1827,Borrow and save,6.907096614091994e-4,3073,17828104.496000014,13.7,-13.69930929033859,13.69930929033859,Q441A2 N Q441A2:E32. ADJUSTABLE RATE? X1827
X1827,Save,8.344782235504543e-4,10777,45528312.863999985,9.8,-9.79916552177645,9.79916552177645,Q441A2 N Q441A2:E32. ADJUSTABLE RATE? X1827
X1926,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q440A3 N Q440A3:E31. ANNUAL INTEREST RATE X1926
X1926,Borrow and save,0.03302602569623168,3073,17828104.496000014,13.7,-13.666973974303767,13.666973974303767,Q440A3 N Q440A3:E31. ANNUAL INTEREST RATE X1926
X1926,Save,0.05386352898745544,10777,45528312.863999985,9.8,-9.746136471012544,9.746136471012544,Q440A3 N Q440A3:E31. ANNUAL INTEREST RATE X1926
X1927,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q441A3 N Q441A3:E32. ADJUSTABLE RATE? X1927
X1927,Borrow and save,1.3402198986078894e-4,3073,17828104.496000014,13.7,-13.699865978010138,13.699865978010138,Q441A3 N Q441A3:E32. ADJUSTABLE RATE? X1927
X1927,Save,2.2315994028484552e-4,10777,45528312.863999985,9.8,-9.799776840059716,9.799776840059716,Q441A3 N Q441A3:E32. ADJUSTABLE RATE? X1927
X2219,Borrow,4.765694586341004,541,3279593.6739999996,14.8,-10.034305413658997,10.034305413658997,Q609A1 N Q609A1:G21. CURRENT APR X2219
X2219,Borrow and save,4.651764666346157,3073,17828104.496000014,13.7,-9.048235333653842,9.048235333653842,Q609A1 N Q609A1:G21. CURRENT APR X2219
X2219,Save,2.761848303756194,10777,45528312.863999985,9.8,-7.038151696243807,7.038151696243807,Q609A1 N Q609A1:G21. CURRENT APR X2219
X2319,Borrow,1.3762197843231967,541,3279593.6739999996,14.8,-13.423780215676803,13.423780215676803,Q609A2 N Q609A2:G21. CURRENT APR X2319
X2319,Borrow and save,1.859873699666696,3073,17828104.496000014,13.7,-11.840126300333303,11.840126300333303,Q609A2 N Q609A2:G21. CURRENT APR X2319
X2319,Save,0.7248212698716882,10777,45528312.863999985,9.8,-9.075178730128313,9.075178730128313,Q609A2 N Q609A2:G21. CURRENT APR X2319
X2419,Borrow,0.10566955984438212,541,3279593.6739999996,14.8,-14.69433044015562,14.69433044015562,Q609A3 N Q609A3:G21. CURRENT APR X2419
X2419,Borrow and save,0.4232944033401404,3073,17828104.496000014,13.7,-13.276705596659859,13.276705596659859,Q609A3 N Q609A3:G21. CURRENT APR X2419
X2419,Save,0.07871227175944051,10777,45528312.863999985,9.8,-9.72128772824056,9.72128772824056,Q609A3 N Q609A3:G21. CURRENT APR X2419
X7170,Borrow,0.11006975652557624,541,3279593.6739999996,14.8,-14.689930243474425,14.689930243474425,Q609A4 N Q609A4:G21. CURRENT APR X7170
X7170,Borrow and save,0.07041148280691563,3073,17828104.496000014,13.7,-13.629588517193083,13.629588517193083,Q609A4 N Q609A4:G21. CURRENT APR X7170
X7170,Save,0.018310108979662287,10777,45528312.863999985,9.8,-9.781689891020338,9.781689891020338,Q609A4 N Q609A4:G21. CURRENT APR X7170
X2520,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q652A1 N Q652A1:G37. CURRENT APR X2520
X2520,Borrow and save,0.27892670303877243,3073,17828104.496000014,13.7,-13.421073296961227,13.421073296961227,Q652A1 N Q652A1:G37. CURRENT APR X2520
X2520,Save,0.1794599665686396,10777,45528312.863999985,9.8,-9.62054003343136,9.62054003343136,Q652A1 N Q652A1:G37. CURRENT APR X2520
X2620,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q652A2 N Q652A2:G37. CURRENT APR X2620
X2620,Borrow and save,0.026181844267556716,3073,17828104.496000014,13.7,-13.673818155732443,13.673818155732443,Q652A2 N Q652A2:G37. CURRENT APR X2620
X2620,Save,0.0140686085362603,10777,45528312.863999985,9.8,-9.785931391463741,9.785931391463741,Q652A2 N Q652A2:G37. CURRENT APR X2620
X7809,Borrow,0.0013321601070999018,541,3279593.6739999996,14.8,-14.7986678398929,14.7986678398929,Q677A1 N Q677A1:H7. ACCUM INTEREST DURING DEFER X7809
X7809,Borrow and save,0.001229368736587641,3073,17828104.496000014,13.7,-13.698770631263411,13.698770631263411,Q677A1 N Q677A1:H7. ACCUM INTEREST DURING DEFER X7809
X7809,Save,6.398796644853425e-4,10777,45528312.863999985,9.8,-9.799360120335516,9.799360120335516,Q677A1 N Q677A1:H7. ACCUM INTEREST DURING DEFER X7809
X7822,Borrow,1.4375460382047314,541,3279593.6739999996,14.8,-13.36245396179527,13.36245396179527,Q695A1 N Q695A1:H14. CURRENT APR X7822
X7822,Borrow and save,1.5260068623797893,3073,17828104.496000014,13.7,-12.17399313762021,12.17399313762021,Q695A1 N Q695A1:H14. CURRENT APR X7822
X7822,Save,0.8020932441279945,10777,45528312.863999985,9.8,-8.997906755872005,8.997906755872005,Q695A1 N Q695A1:H14. CURRENT APR X7822
X7832,Borrow,2.146163061540288e-4,541,3279593.6739999996,14.8,-14.799785383693846,14.799785383693846,Q677A2 N Q677A2:H7. ACCUM INTEREST DURING DEFER X7832
X7832,Borrow and save,7.468198339866851e-4,3073,17828104.496000014,13.7,-13.699253180166012,13.699253180166012,Q677A2 N Q677A2:H7. ACCUM INTEREST DURING DEFER X7832
X7832,Save,1.513151958997222e-4,10777,45528312.863999985,9.8,-9.7998486848041,9.7998486848041,Q677A2 N Q677A2:H7. ACCUM INTEREST DURING DEFER X7832
X7845,Borrow,0.3933914434974605,541,3279593.6739999996,14.8,-14.40660855650254,14.40660855650254,Q695A2 N Q695A2:H14. CURRENT APR X7845
X7845,Borrow and save,0.5294312255303257,3073,17828104.496000014,13.7,-13.170568774469674,13.170568774469674,Q695A2 N Q695A2:H14. CURRENT APR X7845
X7845,Save,0.21566679262573787,10777,45528312.863999985,9.8,-9.584333207374263,9.584333207374263,Q695A2 N Q695A2:H14. CURRENT APR X7845
X7855,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q677A3 N Q677A3:H7. ACCUM INTEREST DURING DEFER X7855
X7855,Borrow and save,1.1550438132455506e-4,3073,17828104.496000014,13.7,-13.699884495618674,13.699884495618674,Q677A3 N Q677A3:H7. ACCUM INTEREST DURING DEFER X7855
X7855,Save,2.116908181682452e-5,10777,45528312.863999985,9.8,-9.799978830918183,9.799978830918183,Q677A3 N Q677A3:H7. ACCUM INTEREST DURING DEFER X7855
X7868,Borrow,0.050599972586725994,541,3279593.6739999996,14.8,-14.749400027413275,14.749400027413275,Q695A3 N Q695A3:H14. CURRENT APR X7868
X7868,Borrow and save,0.21418213606144862,3073,17828104.496000014,13.7,-13.48581786393855,13.48581786393855,Q695A3 N Q695A3:H14. CURRENT APR X7868
X7868,Save,0.04003056553455336,10777,45528312.863999985,9.8,-9.759969434465447,9.759969434465447,Q695A3 N Q695A3:H14. CURRENT APR X7868
X7909,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q677A4 N Q677A4:H7. ACCUM INTEREST DURING DEFER X7909
X7909,Borrow and save,7.161813979082699e-5,3073,17828104.496000014,13.7,-13.69992838186021,13.69992838186021,Q677A4 N Q677A4:H7. ACCUM INTEREST DURING DEFER X7909
X7909,Save,0,10777,45528312.863999985,9.8,-9.8,9.8,Q677A4 N Q677A4:H7. ACCUM INTEREST DURING DEFER X7909
X7922,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q695A4 N Q695A4:H14. CURRENT APR X7922
X7922,Borrow and save,0.09318249043877484,3073,17828104.496000014,13.7,-13.606817509561225,13.606817509561225,Q695A4 N Q695A4:H14. CURRENT APR X7922
X7922,Save,0.009433365488919782,10777,45528312.863999985,9.8,-9.79056663451108,9.79056663451108,Q695A4 N Q695A4:H14. CURRENT APR X7922
X7932,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q677A5 N Q677A5:H7. ACCUM INTEREST DURING DEFER X7932
X7932,Borrow and save,1.9228068809946225e-5,3073,17828104.496000014,13.7,-13.69998077193119,13.69998077193119,Q677A5 N Q677A5:H7. ACCUM INTEREST DURING DEFER X7932
X7932,Save,0,10777,45528312.863999985,9.8,-9.8,9.8,Q677A5 N Q677A5:H7. ACCUM INTEREST DURING DEFER X7932
X7945,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q695A5 N Q695A5:H14. CURRENT APR X7945
X7945,Borrow and save,0.06530831693752034,3073,17828104.496000014,13.7,-13.63469168306248,13.63469168306248,Q695A5 N Q695A5:H14. CURRENT APR X7945
X7945,Save,0,10777,45528312.863999985,9.8,-9.8,9.8,Q695A5 N Q695A5:H14. CURRENT APR X7945
X7955,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q677A6 N Q677A6:H7. ACCUM INTEREST DURING DEFER X7955
X7955,Borrow and save,1.9228068809946225e-5,3073,17828104.496000014,13.7,-13.69998077193119,13.69998077193119,Q677A6 N Q677A6:H7. ACCUM INTEREST DURING DEFER X7955
X7955,Save,0,10777,45528312.863999985,9.8,-9.8,9.8,Q677A6 N Q677A6:H7. ACCUM INTEREST DURING DEFER X7955
X7968,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q695A6 N Q695A6:H14. CURRENT APR X7968
X7968,Borrow and save,0.015249391242966818,3073,17828104.496000014,13.7,-13.684750608757032,13.684750608757032,Q695A6 N Q695A6:H14. CURRENT APR X7968
X7968,Save,0,10777,45528312.863999985,9.8,-9.8,9.8,Q695A6 N Q695A6:H14. CURRENT APR X7968
X2724,Borrow,1.3790295316138608,541,3279593.6739999996,14.8,-13.42097046838614,13.42097046838614,Q727A1 N Q727A1:I13. CURRENT APR X2724
X2724,Borrow and save,1.3366380126415862,3073,17828104.496000014,13.7,-12.363361987358413,12.363361987358413,Q727A1 N Q727A1:I13. CURRENT APR X2724
X2724,Save,0.7665653101372952,10777,45528312.863999985,9.8,-9.033434689862705,9.033434689862705,Q727A1 N Q727A1:I13. CURRENT APR X2724
X2741,Borrow,0.38146143990885145,541,3279593.6739999996,14.8,-14.418538560091148,14.418538560091148,Q727A2 N Q727A2:I13. CURRENT APR X2741
X2741,Borrow and save,0.1557718260751212,3073,17828104.496000014,13.7,-13.544228173924878,13.544228173924878,Q727A2 N Q727A2:I13. CURRENT APR X2741
X2741,Save,0.2592236182077383,10777,45528312.863999985,9.8,-9.540776381792263,9.540776381792263,Q727A2 N Q727A2:I13. CURRENT APR X2741
X2824,Borrow,0.06533130866137901,541,3279593.6739999996,14.8,-14.734668691338621,14.734668691338621,Q727A3 N Q727A3:I13. CURRENT APR X2824
X2824,Borrow and save,0.007019354807353599,3073,17828104.496000014,13.7,-13.692980645192646,13.692980645192646,Q727A3 N Q727A3:I13. CURRENT APR X2824
X2824,Save,0.08055482000080823,10777,45528312.863999985,9.8,-9.719445179999193,9.719445179999193,Q727A3 N Q727A3:I13. CURRENT APR X2824
X2841,Borrow,0.08762488621021776,541,3279593.6739999996,14.8,-14.712375113789783,14.712375113789783,Q727A4 N Q727A4:I13. CURRENT APR X2841
X2841,Borrow and save,0,3073,17828104.496000014,13.7,-13.7,13.7,Q727A4 N Q727A4:I13. CURRENT APR X2841
X2841,Save,0.33646232799222936,10777,45528312.863999985,9.8,-9.46353767200777,9.46353767200777,Q727A4 N Q727A4:I13. CURRENT APR X2841
X2924,Borrow,0.04871010731190964,541,3279593.6739999996,14.8,-14.75128989268809,14.75128989268809,Q727A5 N Q727A5:I13. CURRENT APR X2924
X2924,Borrow and save,0,3073,17828104.496000014,13.7,-13.7,13.7,Q727A5 N Q727A5:I13. CURRENT APR X2924
X2924,Save,0.27451923310961723,10777,45528312.863999985,9.8,-9.525480766890384,9.525480766890384,Q727A5 N Q727A5:I13. CURRENT APR X2924
X2941,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q727A6 N Q727A6:I13. CURRENT APR X2941
X2941,Borrow and save,0,3073,17828104.496000014,13.7,-13.7,13.7,Q727A6 N Q727A6:I13. CURRENT APR X2941
X2941,Save,3.982359296765529e-5,10777,45528312.863999985,9.8,-9.799960176407033,9.799960176407033,Q727A6 N Q727A6:I13. CURRENT APR X2941
X3023,Borrow,0.01925267564106176,541,3279593.6739999996,14.8,-14.78074732435894,14.78074732435894,Q742 N Q742:J7. HOW RATE RETIREMENT INCOME X3023
X3023,Borrow and save,0.02438095357010743,3073,17828104.496000014,13.7,-13.675619046429892,13.675619046429892,Q742 N Q742:J7. HOW RATE RETIREMENT INCOME X3023
X3023,Save,0.024575117253789167,10777,45528312.863999985,9.8,-9.775424882746211,9.775424882746211,Q742 N Q742:J7. HOW RATE RETIREMENT INCOME X3023
X6820,Borrow,0.05536717497644497,541,3279593.6739999996,14.8,-14.744632825023556,14.744632825023556,Q916A1 N Q916A1:N44. VALUE OF INTEREST X6820
X6820,Borrow and save,17.833461720584694,3073,17828104.496000014,13.7,4.133461720584695,4.133461720584695,Q916A1 N Q916A1:N44. VALUE OF INTEREST X6820
X6820,Save,35.31027726615302,10777,45528312.863999985,9.8,25.51027726615302,25.51027726615302,Q916A1 N Q916A1:N44. VALUE OF INTEREST X6820
X6833,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q913A2 N Q913A2:N43_2. TRUSTS W/EQUITY INTEREST X6833
X6833,Borrow and save,6.312926874825735e-4,3073,17828104.496000014,13.7,-13.699368707312516,13.699368707312516,Q913A2 N Q913A2:N43_2. TRUSTS W/EQUITY INTEREST X6833
X6833,Save,2.751876731612156e-4,10777,45528312.863999985,9.8,-9.79972481232684,9.79972481232684,Q913A2 N Q913A2:N43_2. TRUSTS W/EQUITY INTEREST X6833
X6835,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q916A2 N Q916A2:N44. VALUE OF INTEREST X6835
X6835,Borrow and save,56.72126211885757,3073,17828104.496000014,13.7,43.021262118857564,43.021262118857564,Q916A2 N Q916A2:N44. VALUE OF INTEREST X6835
X6835,Save,143.9883143457219,10777,45528312.863999985,9.8,134.1883143457219,134.1883143457219,Q916A2 N Q916A2:N44. VALUE OF INTEREST X6835
X4013,Borrow,0,541,3279593.6739999996,14.8,-14.8,14.8,Q946 N Q946:N49_9. ANNUAL RATE OF INTEREST X4013
X4013,Borrow and save,0.1066337389948849,3073,17828104.496000014,13.7,-13.593366261005114,13.593366261005114,Q946 N Q946:N49_9. ANNUAL RATE OF INTEREST X4013
X4013,Save,0.06272605783418211,10777,45528312.863999985,9.8,-9.73727394216582,9.73727394216582,Q946 N Q946:N49_9. ANNUAL RATE OF INTEREST X4013
X5707,Borrow,0.0485864536705409,541,3279593.6739999996,14.8,-14.75141354632946,14.75141354632946,Q1351A4 N Q1351A4:T1. ANY OTHER INTEREST INCOME? X5707
X5707,Borrow and save,0.03977704838779174,3073,17828104.496000014,13.7,-13.660222951612207,13.660222951612207,Q1351A4 N Q1351A4:T1. ANY OTHER INTEREST INCOME? X5707
X5707,Save,0.03846051476826345,10777,45528312.863999985,9.8,-9.761539485231737,9.761539485231737,Q1351A4 N Q1351A4:T1. ANY OTHER INTEREST INCOME? X5707
