QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_
20191,03891354,7,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,68,D,68,D,68,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891384,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,28,D,28,D,28,D,,A,1,D
20191,03891384,22,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891394,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,109,D,109,D,109,D,,A,1,D
20191,03891394,29,0,1,,A,,A,,A,1,D,1,D,,A,69,E,68,E,69,E,111,E,112,E,111,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03891404,60,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,68,D,68,D,68,D,,A,1,D
20191,03891404,61,0,1,,A,,A,,A,1,D,1,D,,A,45,D,45,D,45,D,21,D,21,D,21,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,03891464,29,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891494,10,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20191,03891504,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,53,D,53,D,53,D,,A,1,D
20191,03891534,22,0,1,,A,,A,,A,1,D,1,D,,A,68,E,68,E,70,E,102,E,102,E,100,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03891534,23,0,1,,A,,A,2,D,1,D,2,D,,A,35,E,35,E,35,E,,A,,A,,A,,A,,A,,A,45,E,45,E,45,E,2,D,1,D
20191,03891564,19,0,1,,A,,A,,A,1,D,2,D,,A,18,D,18,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891604,24,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891604,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20191,03891604,26,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891624,20,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,,A,,A,,A,1,D
20191,03891624,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,46,D,46,D,46,D,,A,1,D
20191,03891634,20,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,57,D,57,D,57,D,,A,,A,,A,,A,1,D
20191,03891644,49,0,1,,A,1,D,,A,1,D,1,D,,A,62,E,62,E,63,E,83,E,83,E,82,E,48,E,48,E,48,E,,A,,A,,A,2,D,1,D
20191,03891644,50,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,255,D,255,D,255,D,,A,1,D
20191,03891654,31,0,1,,A,1,D,,A,1,D,1,D,,A,102,E,96,E,100,E,133,E,129,E,127,E,49,E,47,E,51,E,,A,,A,,A,2,D,1,D
20191,03891654,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,98,D,98,D,98,D,,A,1,D
20191,03891704,59,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,91,D,91,D,127,D,,A,1,D
20191,03891704,60,0,1,,A,,A,,A,1,D,2,D,,A,52,D,52,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891704,61,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,59,D,59,D,59,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891714,56,0,1,,A,1,D,,A,1,D,1,D,,A,85,D,85,D,85,D,175,D,175,D,175,D,46,D,46,D,46,D,,A,,A,,A,1,D,1,D
20191,03891724,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20191,03891724,23,0,1,,A,,A,,A,1,D,1,D,,A,68,E,67,E,67,E,100,E,101,E,101,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03891744,13,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20191,03891744,14,0,1,,A,,A,,A,1,D,2,D,,A,76,D,76,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891754,27,0,1,,A,1,D,,A,1,D,2,D,,A,47,E,37,E,37,E,,A,,A,,A,49,E,39,E,39,E,,A,,A,,A,2,D,1,D
20191,03891754,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,7,D,7,D,7,D,,A,1,D
20191,03891774,41,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,62,D,62,D,62,D,,A,1,D
20191,03891774,42,0,1,,A,,A,,A,1,D,2,D,,A,59,D,59,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891834,6,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,102,D,102,D,102,D,,A,1,D
20191,03891834,7,0,1,,A,,A,,A,1,D,1,D,,A,88,E,88,E,88,E,97,E,97,E,97,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03891844,46,0,1,,A,,A,,A,1,D,1,D,,A,42,E,43,E,43,E,62,E,63,E,63,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03891844,47,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,10,D,10,D,,A,1,D
20191,03891854,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20191,03891854,13,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891864,18,0,1,,A,,A,,A,1,D,2,D,,A,153,D,153,D,153,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891874,19,0,1,,A,,A,2,D,1,D,2,D,,A,54,E,55,E,55,E,,A,,A,,A,,A,,A,,A,78,E,77,E,77,E,2,D,1,D
20191,03891884,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D
20191,03891884,15,0,1,,A,,A,,A,1,D,1,D,,A,71,E,71,E,71,E,119,E,119,E,119,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03891934,14,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03891934,15,0,1,,A,,A,2,D,1,D,2,D,,A,19,E,19,E,19,E,,A,,A,,A,,A,,A,,A,31,E,31,E,31,E,2,D,1,D
20191,03891944,77,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20191,03891944,78,0,1,,A,1,D,,A,1,D,1,D,,A,59,E,59,E,59,E,89,E,89,E,89,E,34,E,34,E,34,E,,A,,A,,A,2,D,1,D
20191,03891944,79,0,1,,A,,A,,A,1,D,1,D,,A,60,E,61,E,60,E,92,E,91,E,92,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03891974,32,0,1,,A,1,D,,A,1,D,1,D,,A,52,E,52,E,52,E,77,E,77,E,77,E,29,E,29,E,29,E,,A,,A,,A,2,D,1,D
20191,03891974,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,66,D,66,D,66,D,,A,1,D
20191,03892024,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,1,D
20191,03892024,24,0,1,,A,,A,,A,1,D,1,D,,A,111,E,107,E,72,E,189,E,193,E,128,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03892034,35,0,1,,A,1,D,,A,1,D,1,D,,A,41,E,42,E,43,E,58,E,57,E,63,E,34,E,34,E,37,E,,A,,A,,A,2,D,1,D
20191,03892034,36,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,,A,1,D
20191,03892044,19,0,1,,A,,A,,A,1,D,2,D,,A,202,D,202,D,279,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892044,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D
20191,03892054,31,0,1,,A,1,D,,A,1,D,1,D,,A,57,D,57,D,57,D,110,D,110,D,110,D,10,D,10,D,10,D,,A,,A,,A,1,D,1,D
20191,03892064,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,175,D,175,D,175,D,,A,1,D
20191,03892084,19,0,1,,A,1,D,,A,1,D,1,D,,A,60,E,60,E,61,E,81,E,80,E,78,E,29,E,30,E,31,E,,A,,A,,A,2,D,1,D
20191,03892084,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D
20191,03892104,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20191,03892104,24,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892104,25,0,1,,A,,A,,A,1,D,2,D,,A,59,D,59,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892114,22,0,1,,A,,A,2,D,1,D,2,D,,A,52,E,52,E,52,E,,A,,A,,A,,A,,A,,A,86,E,86,E,86,E,2,D,1,D
20191,03892144,20,0,1,,A,,A,,A,1,D,1,D,,A,60,E,61,E,59,E,109,E,108,E,110,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03892144,21,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,57,D,57,D,57,D,,A,,A,,A,,A,1,D
20191,03892144,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,88,D,88,D,88,D,,A,1,D
20191,03892204,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,,A,1,D
20191,03892204,25,0,1,,A,,A,,A,1,D,1,D,,A,56,E,53,E,54,E,94,E,97,E,96,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03892234,36,0,1,,A,1,D,,A,1,D,2,D,,A,61,E,61,E,60,E,,A,,A,,A,62,E,62,E,63,E,,A,,A,,A,2,D,1,D
20191,03892234,37,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,110,D,110,D,110,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892244,55,0,1,0.05,D,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,97,D,97,D,97,D,,A,1,D
20191,03892244,56,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892254,28,0,1,,A,1,D,,A,1,D,1,D,,A,60,D,60,D,60,D,110,D,110,D,110,D,40,D,40,D,40,D,,A,,A,,A,1,D,1,D
20191,03892284,9,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20191,03892284,10,0,1,,A,,A,,A,1,D,1,D,,A,83,E,83,E,82,E,92,E,92,E,93,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03892304,32,0,1,,A,1,D,,A,1,D,2,D,,A,52,E,52,E,52,E,,A,,A,,A,53,E,53,E,53,E,,A,,A,,A,2,D,1,D
20191,03892344,41,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20191,03892344,42,0,1,,A,,A,,A,1,D,2,D,,A,95,D,95,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892344,43,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892354,30,0,1,,A,,A,,A,1,D,1,D,,A,60,D,60,D,60,D,120,D,120,D,120,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20191,03892354,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,98,D,98,D,98,D,,A,1,D
20191,03892364,32,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,1,D,1,D,1,D,,A,,A,,A,,A,1,D
20191,03892364,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D,,A,1,D
20191,03892364,34,0,1,,A,,A,,A,1,D,1,D,,A,75,E,75,E,78,E,100,E,100,E,97,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03892384,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,112,D,112,D,112,D,,A,1,D
20191,03892384,23,0,1,,A,,A,,A,1,D,1,D,,A,64,E,64,E,65,E,96,E,96,E,95,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03892424,28,0,1,,A,1,D,,A,1,D,1,D,,A,41,E,42,E,40,E,60,E,60,E,62,E,31,E,30,E,30,E,,A,,A,,A,2,D,1,D
20191,03892424,29,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,117,D,117,D,117,D,,A,1,D
20191,03892454,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20191,03892454,17,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892484,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,123,D,123,D,123,D,,A,1,D
20191,03892484,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,10,D,10,D,,A,1,D
20191,03892484,22,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,121,D,121,D,121,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892564,41,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20191,03892564,42,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,99,D,99,D,99,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892564,43,0,1,,A,,A,,A,1,D,2,D,,A,62,D,62,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892584,9,0,1,,A,,A,,A,1,D,2,D,,A,69,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892604,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,1,D
20191,03892614,17,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,240,D,240,D,240,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892614,18,0,1,,A,,A,,A,1,D,2,D,,A,15,D,15,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892624,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,1,D
20191,03892624,26,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892624,27,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,62,D,62,D,62,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892674,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20191,03892674,32,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892744,29,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,84,D,84,D,84,D,,A,,A,,A,,A,1,D
20191,03892744,30,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,78,D,78,D,78,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892744,31,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,181,D,181,D,181,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892774,27,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,135,D,135,D,135,D,,A,,A,,A,,A,1,D
20191,03892774,28,0,1,,A,,A,,A,1,D,2,D,,A,160,D,160,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892794,28,0,1,,A,1,D,2,D,1,D,2,D,,A,34,E,33,E,34,E,,A,,A,,A,26,E,25,E,25,E,36,E,38,E,37,E,2,D,1,D
20191,03892814,16,0,1,,A,,A,,A,1,D,1,D,,A,50,E,50,E,50,E,75,E,75,E,75,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03892814,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,212,D,212,D,212,D,,A,1,D
20191,03892824,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,1,D
20191,03892824,24,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892834,54,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,1,D
20191,03892834,55,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892844,69,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20191,03892844,70,0,1,,A,,A,,A,1,D,1,D,,A,46,E,46,E,46,E,84,E,84,E,84,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03892854,20,0,1,,A,1,D,,A,1,D,1,D,,A,63,E,61,E,61,E,93,E,95,E,95,E,65,E,65,E,65,E,,A,,A,,A,2,D,1,D
20191,03892854,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,99,D,99,D,99,D,,A,1,D
20191,03892864,30,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,27,D,27,D,27,D,,A,1,D
20191,03892864,31,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892894,19,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,219,D,219,D,219,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892894,20,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892894,21,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,67,D,67,D,67,D,,A,,A,,A,,A,1,D
20191,03892924,9,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20191,03892934,34,0,1,,A,1,D,,A,1,D,1,D,,A,95,E,95,E,97,E,127,E,127,E,123,E,48,E,48,E,50,E,,A,,A,,A,2,D,1,D
20191,03892984,8,0,1,,A,,A,,A,1,D,2,D,,A,41,D,41,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892994,26,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20191,03892994,27,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892994,28,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03892994,29,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,,A,,A,1,D
20191,03893014,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,131,D,131,D,131,D,,A,1,D
20191,03893014,15,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,114,D,114,D,114,D,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03893054,54,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,210,D,210,D,210,D,,A,1,D
20191,03893054,55,0,1,,A,,A,,A,1,D,1,D,,A,73,E,73,E,73,E,132,E,132,E,132,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03893074,20,0,1,,A,,A,,A,1,D,2,D,,A,282,T,283,T,279,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03893074,21,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,20,D,20,D,20,D,,A,,A,,A,,A,1,D
20191,03893074,22,0,1,,A,,A,,A,1,D,1,D,,A,131,E,131,E,131,E,194,E,194,E,194,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20191,03893084,32,0,1,,A,,A,,A,1,D,2,D,,A,47,D,47,D,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03893114,47,0,1,,A,,A,,A,1,D,2,D,,A,120,D,120,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20191,03893114,48,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,1,D
20191,03893114,49,0,1,,A,,A,2,F,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,1,D
