QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,UTILY,UTILY_,WHATPROP,WHAT_ROP,BLPERIOD,BLPE_IOD,QFUELADZ,QFUE_ADZ,UTLPTYPE,UTLP_YPE,UTIL1,UTIL1_,UTIL2,UTIL2_,UTIL3,UTIL3_,UTIL4,UTIL4_,UTIL5,UTIL5_,UTIL6,UTIL6_,UTIL7,UTIL7_,UTIL8,UTIL8_,UTIL9,UTIL9_,QADFUL1X,QADF_L1X,QADFUL2X,QADF_L2X,QADFUL3X,QADF_L3X
20191,03891224,42,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,46,D,41,D,39,D
20191,03891224,43,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D
20191,03891244,31,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,210,D,190,D,140,D
20191,03891244,32,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,38,D,38,D,38,D
20191,03891244,33,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D
20191,03891254,12,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,25,D
20191,03891254,13,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D
20191,03891254,14,0,1,210,D,40,D,3,D,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,0,D,0,D
20191,03891284,74,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,65,D,71,D
20191,03891284,75,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,8,D,19,D,71,D
20191,03891284,76,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,231,D,204,D,231,D
20191,03891284,77,0,1,210,D,01,D,2,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,46,D,0,D
20191,03891354,8,0,1,900,D,40,D,2,D,1.00,D,4,D,205,D,210,D,100,D,,A,,A,,A,,A,,A,,A,,H,0,D,,H
20191,03891354,8,11,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,152,E,,A,154,E
20191,03891354,8,12,1,205,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,E,,A,79,E
20191,03891354,8,13,1,210,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,48,E,,A,47,E
20191,03891354,9,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,23,D,25,D
20191,03891384,23,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,93,D
20191,03891384,24,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,43,D,43,D,43,D
20191,03891384,25,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,38,D,38,D,80,D
20191,03891394,30,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D
20191,03891394,31,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,128,D
20191,03891404,62,0,1,120,D,40,D,,A,1.00,D,4,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03891404,62,5,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,114,E,114,E,114,E
20191,03891404,62,6,1,110,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,E,25,E,25,E
20191,03891404,63,0,1,270,D,40,D,3,D,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,37,D,0,D,0,D
20191,03891464,30,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,130,D
20191,03891464,31,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D
20191,03891464,32,0,1,230,D,01,D,3,D,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,,H
20191,03891464,32,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,106,E
20191,03891464,32,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,E
20191,03891494,11,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D
20191,03891494,12,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D
20191,03891494,13,0,1,230,D,40,D,,A,1.00,D,4,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03891494,13,7,1,205,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,E,80,E,75,E
20191,03891494,13,8,1,210,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,E,40,E,45,E
20191,03891504,25,0,1,325,D,40,D,,A,1.00,D,4,D,110,D,205,D,210,D,100,D,,A,,A,,A,,A,,A,,H,,H,,H
20191,03891504,25,7,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,133,E,141,E,172,E
20191,03891504,25,8,1,110,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,E,75,E,105,E
20191,03891504,25,9,1,205,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,E,75,E,89,E
20191,03891504,25,10,1,210,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,42,E,38,E,52,E
20191,03891534,24,0,1,150,D,40,D,5,D,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,375,D,0,D
20191,03891564,20,0,1,900,D,40,D,,A,1.00,D,4,D,205,D,210,D,100,D,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03891564,20,11,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,24,E,25,E,26,E
20191,03891564,20,12,1,205,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,12,E,14,E,12,E
20191,03891564,20,13,1,210,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,9,E,6,E,7,E
20191,03891564,21,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,10,D,10,D
20191,03891604,27,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,160,D,160,D,160,D
20191,03891604,28,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,6,D,6,D,6,D
20191,03891624,22,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,101,D,130,D,135,D
20191,03891624,23,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,23,D,23,D,23,D
20191,03891634,21,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,110,D,120,D
20191,03891644,51,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,146,D,146,D,146,D
20191,03891644,52,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,67,D,67,D,67,D
20191,03891644,53,0,1,230,D,01,D,,A,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03891644,53,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,69,E,75,E,73,E
20191,03891644,53,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,51,E,45,E,47,E
20191,03891654,33,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,262,D,147,D,112,D
20191,03891654,34,0,1,130,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D
20191,03891704,62,0,1,120,D,01,D,,A,1.00,D,1,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03891704,62,5,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,101,E,77,E,169,E
20191,03891704,62,6,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,51,E,40,E,89,E
20191,03891704,63,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,66,D,67,D,83,D
20191,03891714,57,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,14,D,82,D,37,D
20191,03891714,58,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,18,D,22,D,70,D
20191,03891714,59,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,25,D,26,D
20191,03891714,60,0,1,110,D,02,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,27,D,29,D,80,D
20191,03891714,61,0,1,100,D,02,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,24,D,45,D,37,D
20191,03891724,24,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,98,D,98,D,98,D
20191,03891744,15,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,92,D,85,D,87,D
20191,03891744,16,0,1,230,D,40,D,,A,1.00,D,4,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03891744,16,7,1,205,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,31,E,34,E,31,E
20191,03891744,16,8,1,210,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,19,E,16,E,19,E
20191,03891754,29,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,56,D,115,D,201,D
20191,03891754,30,0,1,150,D,01,D,5,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,492,D,0,D,0,D
20191,03891774,43,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,155,D,157,D
20191,03891774,44,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,19,D,19,D,19,D
20191,03891774,45,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,25,D,30,D
20191,03891814,20,0,1,900,D,40,D,,A,1.00,D,4,D,205,D,210,D,100,D,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03891814,20,11,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,43,E,46,E,44,E
20191,03891814,20,12,1,205,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,24,E,23,E,23,E
20191,03891814,20,13,1,210,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,E,11,E,13,E
20191,03891844,48,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,70,D,80,D
20191,03891844,49,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,55,D,85,D
20191,03891844,50,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,118,D,0,D
20191,03891854,14,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,220,D
20191,03891854,15,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,30,D,25,D
20191,03891864,19,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,131,D,179,D
20191,03891864,20,0,1,205,D,01,D,2,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,0,D,45,D
20191,03891864,21,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D
20191,03891874,20,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,70,D,73,D
20191,03891874,21,0,1,205,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,34,D,29,D,32,D
20191,03891884,16,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,110,D,120,D
20191,03891884,17,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D
20191,03891884,18,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D
20191,03891934,16,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D
20191,03891944,80,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,88,D,101,D
20191,03891944,81,0,1,205,D,01,D,2,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,185,D,0,D
20191,03891944,82,0,1,100,D,03,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,33,D,33,D,50,D
20191,03891944,83,0,1,110,D,03,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,11,D,16,D,54,D
20191,03891944,84,0,1,210,D,03,D,2,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,119,D,0,D,63,D
20191,03891944,85,0,1,205,D,03,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,225,D,0,D
20191,03891974,34,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,D,75,D,75,D
20191,03891974,35,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,19,D,23,D,24,D
20191,03891974,36,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,145,D,167,D,84,D
20191,03892024,25,0,1,120,D,40,D,,A,1.00,D,4,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03892024,25,5,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,E,40,E,40,E
20191,03892024,25,6,1,110,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,E,160,E,160,E
20191,03892024,26,0,1,205,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D
20191,03892034,37,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,69,D
20191,03892044,21,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,192,D,318,D,378,D
20191,03892044,22,0,1,230,D,01,D,,A,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03892044,22,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,75,E,82,E,89,E
20191,03892044,22,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,E,48,E,56,E
20191,03892054,32,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,110,D
20191,03892054,33,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,79,D,79,D,79,D
20191,03892054,34,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,74,D,74,D,74,D
20191,03892064,21,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D
20191,03892064,22,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D
20191,03892064,23,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D
20191,03892084,21,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D
20191,03892084,22,0,1,150,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,0,D,0,D
20191,03892084,23,0,1,205,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,527,T,0,D,0,D
20191,03892104,26,0,1,100,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D
20191,03892104,27,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,15,D,15,D
20191,03892104,28,0,1,205,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,35,D,35,D
20191,03892104,29,0,1,210,D,40,D,3,D,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,0,D,0,D
20191,03892114,23,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,256,D,256,D,256,D
20191,03892114,24,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,20,D,35,D,51,D
20191,03892114,25,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,84,D,95,D,102,D
20191,03892114,26,0,1,210,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,15,D,15,D,15,D
20191,03892144,23,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,119,D,127,D,136,D
20191,03892144,24,0,1,230,D,01,D,,A,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03892144,24,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,E,49,E,48,E
20191,03892144,24,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,33,E,29,E,30,E
20191,03892144,25,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,42,D,38,D,47,D
20191,03892204,26,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D
20191,03892204,27,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,30,D,30,D
20191,03892204,28,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D
20191,03892204,29,0,1,210,D,01,D,2,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,0,D,50,D
20191,03892234,38,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D
20191,03892234,39,0,1,210,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,63,D,0,D,0,D
20191,03892244,57,0,1,100,D,01,D,,A,0.95,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,57,D,57,D,57,D
20191,03892244,58,0,1,110,D,01,D,,A,0.95,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,36,D,36,D,36,D
20191,03892244,59,0,1,205,D,01,D,2,D,0.95,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,37,D,0,D
20191,03892244,60,0,1,210,D,01,D,,A,0.95,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,10,D,10,D
20191,03892254,29,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D
20191,03892254,30,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D
20191,03892284,11,0,1,900,D,40,D,2,D,1.00,D,4,D,205,D,210,D,100,D,,A,,A,,A,,A,,A,,A,0,D,,H,0,D
20191,03892284,11,11,1,100,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,E,,A
20191,03892284,11,12,1,205,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,27,E,,A
20191,03892284,11,13,1,210,D,40,D,,A,,A,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,E,,A
20191,03892284,12,0,1,110,D,40,D,,A,1.00,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,10,D,25,D,30,D
20191,03892294,28,0,1,120,D,01,D,,A,1.00,D,1,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03892294,28,5,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,186,E,179,E,179,E
20191,03892294,28,6,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,26,E,33,E,33,E
20191,03892304,33,0,1,325,D,01,D,,A,1.00,D,1,D,110,D,205,D,210,D,100,D,,A,,A,,A,,A,,A,,H,,H,,H
20191,03892304,33,7,1,100,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,81,E,81,E,100,E
20191,03892304,33,8,1,110,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,48,E,53,E,71,E
20191,03892304,33,9,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,38,E,41,E,45,E
20191,03892304,33,10,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,28,E,22,E,31,E
20191,03892344,44,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,186,D,186,D,186,D
20191,03892344,45,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,29,D,29,D,29,D
20191,03892344,46,0,1,230,D,01,D,,A,1.00,D,1,D,210,D,205,D,,A,,A,,A,,A,,A,,A,,A,,H,,H,,H
20191,03892344,46,7,1,205,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,37,E,41,E,40,E
20191,03892344,46,8,1,210,D,01,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,28,E,24,E,25,E
20191,03892354,32,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,89,D,70,D,63,D
20191,03892354,33,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,21,D,20,D,86,D
20191,03892354,34,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,56,D,52,D,58,D
20191,03892364,35,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,210,D,235,D
20191,03892364,36,0,1,150,D,01,D,5,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,0,D
20191,03892364,37,0,1,210,D,01,D,3,D,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,102,D,0,D,0,D
20191,03892384,24,0,1,100,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,200,D,235,D
20191,03892384,25,0,1,110,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,270,D,270,D,270,D
20191,03892384,26,0,1,205,D,01,D,,A,1.00,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D
